university_id,degree_level,major_name_en,major_name_cn,is_active,notes
41,bachelor,Bachelor of Accounting,会计学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Advanced Science,高级科学学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Advanced Science Bachelor of Creative Intelligence and Innovation,高级科学学士 + 创意智能与创新学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Animation Production,动画制作学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Animation Production (Honours),动画制作（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Animation Production Bachelor of Creative Intelligence and Innovation,动画制作学士 + 创意智能与创新学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Animation Production Bachelor of International Studies,动画制作学士 + 国际研究学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Animation Production Bachelor of International Studies (Honours),动画制作学士 + 国际研究（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Artificial Intelligence,人工智能学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Artificial Intelligence Bachelor of International Studies,人工智能学士 + 国际研究学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),人工智能学士 + 国际研究（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Business,商学学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Business (Honours),商学（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Business Bachelor of Creative Intelligence and Innovation,商学学士 + 创意智能与创新学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Business Bachelor of International Studies,商学学士 + 国际研究学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Business Bachelor of International Studies (Honours),商学学士 + 国际研究（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Business Bachelor of Laws,商学学士 + 法学学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Business Bachelor of Laws (Honours),商学学士 + 法学（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Business Bachelor of Sustainability and Environment,商学学士 + 可持续发展与环境学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Business Master of Teaching in Secondary Education,商学学士 + 教学·中学教育硕士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Digital and Social Media),传播学（数字与社交媒体）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Digital and Social Media) Bachelor of Creative Intelligence and Innovation,传播学（数字与社交媒体）学士 + 创意智能与创新学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Digital and Social Media) Bachelor of International Studies,传播学（数字与社交媒体）学士 + 国际研究学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Digital and Social Media) Bachelor of International Studies (Honours),传播学（数字与社交媒体）学士 + 国际研究（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Digital and Social Media) Bachelor of Laws,传播学（数字与社交媒体）学士 + 法学学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Digital and Social Media) Bachelor of Laws (Honours),传播学（数字与社交媒体）学士 + 法学（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Honours),传播学（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Journalism),传播学（新闻学）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Journalism) Bachelor of Creative Intelligence and Innovation,传播学（新闻学）学士 + 创意智能与创新学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Journalism) Bachelor of International Studies,传播学（新闻学）学士 + 国际研究学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Journalism) Bachelor of International Studies (Honours),传播学（新闻学）学士 + 国际研究（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Journalism) Bachelor of Laws,传播学（新闻学）学士 + 法学学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Journalism) Bachelor of Laws (Honours),传播学（新闻学）学士 + 法学（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Arts and Production),传播学（媒体艺术与制作）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Arts and Production) Bachelor of Creative Intelligence and Innovation,传播学（媒体艺术与制作）学士 + 创意智能与创新学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Arts and Production) Bachelor of International Studies,传播学（媒体艺术与制作）学士 + 国际研究学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Arts and Production) Bachelor of International Studies (Honours),传播学（媒体艺术与制作）学士 + 国际研究（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Arts and Production) Bachelor of Laws,传播学（媒体艺术与制作）学士 + 法学学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Arts and Production) Bachelor of Laws (Honours),传播学（媒体艺术与制作）学士 + 法学（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Business),传播学（媒体商业）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Business) Bachelor of Creative Intelligence and Innovation,传播学（媒体商业）学士 + 创意智能与创新学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Business) Bachelor of International Studies,传播学（媒体商业）学士 + 国际研究学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Business) Bachelor of International Studies (Honours),传播学（媒体商业）学士 + 国际研究（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Business) Bachelor of Laws,传播学（媒体商业）学士 + 法学学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Media Business) Bachelor of Laws (Honours),传播学（媒体商业）学士 + 法学（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Social and Political Sciences),传播学（社会与政治科学）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Social and Political Sciences) Bachelor of Creative Intelligence and Innovation,传播学（社会与政治科学）学士 + 创意智能与创新学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Social and Political Sciences) Bachelor of International Studies,传播学（社会与政治科学）学士 + 国际研究学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Social and Political Sciences) Bachelor of International Studies (Honours),传播学（社会与政治科学）学士 + 国际研究（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Social and Political Sciences) Bachelor of Laws,传播学（社会与政治科学）学士 + 法学学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Social and Political Sciences) Bachelor of Laws (Honours),传播学（社会与政治科学）学士 + 法学（荣誉）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Strategic Communication),传播学（战略传播）学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
41,bachelor,Bachelor of Communication (Strategic Communication) Bachelor of Creative Intelligence and Innovation,传播学（战略传播）学士 + 创意智能与创新学士,1,Source: UTS Handbook 2024 Alphabetical list of courses (https://handbookpre2025.uts.edu.au/2024/directory/courses.html) (accessed 2026-01-19).
