university_id,major_name_en,major_name_cn,degree_level,is_active,notes
26,Bachelor of Architectural Design,建筑设计学士,bachelor,1,RMIT Code: BP250; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Landscape Architectural Design,景观建筑设计学士,bachelor,1,RMIT Code: BP256; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Interior Design (Honours),室内设计（荣誉）学士,bachelor,1,RMIT Code: BH115; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Biomedical Science,生物医学科学学士,bachelor,1,RMIT Code: BP231; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Biomedical Science (Honours),生物医学科学（荣誉）学士,bachelor,1,RMIT Code: BH130; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Health and Biomedical Sciences (Honours),健康与生物医学科学（荣誉）学士,bachelor,1,RMIT Code: BH058; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Science (Biotechnology)/Bachelor of Biomedical Science,理学学士（生物技术）/生物医学科学学士,bachelor,1,RMIT Code: BP293; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Laboratory Medicine (Honours),实验室医学（荣誉）学士,bachelor,1,RMIT Code: BH129; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Applied Science (Aviation),应用科学学士（航空）,bachelor,1,RMIT Code: BP070; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Applied Science (Aviation)/Bachelor of Business,应用科学学士（航空）/商学学士,bachelor,1,RMIT Code: BP284; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Aviation (Pilot Training),航空学学士（飞行员培训）,bachelor,1,RMIT Code: BP345; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Arts (Photography),文学学士（摄影）,bachelor,1,RMIT Code: BP117; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Arts (Fine Art) (Honours),文学学士（纯艺术）（荣誉）,bachelor,1,RMIT Code: BH052; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Arts (Photography) (Honours),文学学士（摄影）（荣誉）,bachelor,1,RMIT Code: BH125; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Environment and Society,环境与社会学士,bachelor,1,RMIT Code: BP000; Source: RMIT University International Course Guide 2026 (PDF)
26,Bachelor of Environmental Science/Bachelor of Environment and Society,环境科学学士/环境与社会学士,bachelor,1,RMIT Code: BP193; Source: RMIT University International Course Guide 2026 (PDF)
