university_id,degree_level,major_name_en,major_name_cn,is_active,notes
33,bachelor,Architectural Studies,建筑学研究,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Arts,文学,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Arts/Education (Secondary),文学/教育（中学）,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,City Planning (Hons),城市规划（荣誉）,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Commerce/Education (Secondary),商学/教育（中学）,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Construction Management and Property,建筑管理与房地产,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Design,设计,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Design/Education (Secondary),设计/教育（中学）,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Design/Media,设计/媒体,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Economics/Education (Secondary),经济学/教育（中学）,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Education (Primary) (Hons),教育（小学）（荣誉）,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Fine Arts,美术,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Fine Arts/Arts,美术/文学,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Fine Arts/Education (Secondary),美术/教育（中学）,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Fine Arts/Engineering (Hons),美术/工程（荣誉）,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Fine Arts/Media,美术/媒体,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
33,bachelor,Interior Architecture (Hons),室内建筑（荣誉）,1,Source: UNSW 2026 Domestic Undergraduate Student Guide (degree index table)
