university_id,major_name_en,major_name_cn,degree_level,is_active,notes
7,Bachelor of Nursing,护理学学士,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-nursing/
7,Bachelor of Arts/Bachelor of Teaching (Primary),文学学士/教育学士（小学教育）,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-arts-bachelor-of-teaching-primary/
7,Bachelor of Arts/Bachelor of Teaching (Secondary),文学学士/教育学士（中学教育）,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-arts-bachelor-of-teaching-secondary/
7,Bachelor of Education (Early Childhood)(Birth - 5 Years),教育学学士（幼儿教育：出生至5岁）,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-education-early-childhood-birth-5-years/
7,Bachelor of Arts/Bachelor of Teaching (Birth - 12),文学学士/教育学士（出生至12岁教育）,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-arts-bachelor-of-teaching-birth-12/
7,Bachelor of Science/Bachelor of Teaching,理学学士/教育学士,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-science-bachelor-of-teaching/
7,Bachelor of Business,商学学士,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-business/
7,Bachelor of Arts,文学学士,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-arts/
7,Bachelor of Arts (Counselling),文学学士（咨询学）,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-arts-counselling/
7,Bachelor of Ministry and Theology,事工与神学学士,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-ministry-and-theology/
7,Bachelor of Theology,神学学士,bachelor,1,https://www.avondale.edu.au/course/bachelor-of-theology/
7,Master of Nursing,护理学硕士,master,1,https://www.avondale.edu.au/course/master-of-nursing/
7,Master of Teaching (Primary),教学硕士（小学教育）,master,1,https://www.avondale.edu.au/course/master-of-teaching-primary/
7,Master of Teaching (Secondary),教学硕士（中学教育）,master,1,https://www.avondale.edu.au/course/master-of-teaching-secondary/
7,Master of Education,教育学硕士,master,1,https://www.avondale.edu.au/course/master-of-education/
7,Master of Business Administration (MBA),工商管理硕士（MBA）,master,1,https://www.avondale.edu.au/course/master-of-business-administration/
7,Master of Counselling,咨询学硕士,master,1,https://www.avondale.edu.au/course/master-of-counselling/
7,Master of Ministry,事工硕士,master,1,https://www.avondale.edu.au/course/master-of-ministry/
7,Master of Arts,文学硕士,master,1,https://www.avondale.edu.au/course/master-of-arts/
7,Master of Lifestyle Medicine,生活方式医学硕士,master,1,https://www.avondale.edu.au/course/master-of-lifestyle-medicine/
7,Master of Philosophy,哲学硕士（MPhil）,master,1,https://www.avondale.edu.au/course/master-of-philosophy/
