university_id,degree_level,major_name_en,major_name_cn,is_active,notes
45,bachelor,Professional Accounting,职业会计,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business,商科,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Business Analytics,商科（商业分析）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Human Resource Management,商科（人力资源管理）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business International Business,商科（国际商务）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Legal Studies,商科（法律研究）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Management,商科（管理学）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Marketing,商科（市场营销）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Public Relations,商科（公共关系）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Sport Marketing & Management,商科（体育营销与管理）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Supply Chain Management,商科（供应链管理）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Sustainable Business,商科（可持续商业）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Analytics,商业分析,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Communication and Media Digital and Social Media,传播与媒体（数字与社交媒体）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Communication and Media Journalism,传播与媒体（新闻学）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Communication and Media Marketing Communication and Advertising,传播与媒体（营销传播与广告）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Communication and Media Screen Media Production,传播与媒体（影视制作）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Communication and Media Visual Communication Design,传播与媒体（视觉传达设计）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Arts Creative Writing,文学（创意写作）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Arts Performance and Theatre,文学（表演与戏剧）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Creative Arts Creative Writing,创意艺术（创意写作）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Creative Arts Music,创意艺术（音乐）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Creative Arts Performance and Theatre,创意艺术（表演与戏剧）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Creative Arts Visual Arts,创意艺术（视觉艺术）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Creative Arts Visual Arts and Design,创意艺术（视觉艺术与设计）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Business Information Systems,商科（商业信息系统）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Computer Science/Dean's Scholar Artificial Intelligence and Big Data,计算机科学/院长学者（人工智能与大数据）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Computer Science/Dean's Scholar Cyber Security,计算机科学/院长学者（网络安全）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Computer Science/Dean's Scholar Digital Systems Security,计算机科学/院长学者（数字系统安全）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Computer Science/Dean's Scholar Game & Mobile Development,计算机科学/院长学者（游戏与移动开发）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Computer Science/Dean's Scholar Software Engineering,计算机科学/院长学者（软件工程）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Information Technology/Dean's Scholar Network Design & Management,信息技术/院长学者（网络设计与管理）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Information Technology/Dean's Scholar Web Design and Development,信息技术/院长学者（网页设计与开发）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Engineering Technology Advanced Manufacturing,工程技术（先进制造）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Engineering Technology Electronics,工程技术（电子技术）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Engineering Technology Sustainable Infrastructure and Resources,工程技术（可持续基础设施与资源）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Engineering (Honours) (Scholar),工程（荣誉）（学者）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Engineering (Honours)/Scholar Biomedical Engineering,工程（荣誉）/学者（生物医学工程）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Engineering (Honours)/Scholar Civil Engineering,工程（荣誉）/学者（土木工程）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
45,bachelor,Engineering (Honours)/Scholar Computer and Autonomous Systems Engineering,工程（荣誉）/学者（计算机与自主系统工程）,1,Source: UOW Future Finder 2025 (PDF); accessed 2026-01-19
