university_id,major_name_en,major_name_cn,degree_level,is_active,notes
2682,Bachelor of Arts (Honours) in Creative and Digital Arts (Music) / (Visual Arts),文学士（荣誉）（创意与数字艺术：音乐/视觉艺术）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Creative and Digital Arts and Bachelor of Education (Honours) (Music),文学士（荣誉）（创意与数字艺术）及教育学士（荣誉）（音乐）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Creative and Digital Arts and Bachelor of Education (Honours) (Visual Arts),文学士（荣誉）（创意与数字艺术）及教育学士（荣誉）（视觉艺术）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Digital Chinese Culture and Communication,文学士（荣誉）（数字中国文化与传播）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Digital Chinese Culture and Communication and Bachelor of Education (Honours) (Chinese Language),文学士（荣誉）（数字中国文化与传播）及教育学士（荣誉）（中国语文）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Early Childhood and Family Studies,文学士（荣誉）（幼儿与家庭研究）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in English Studies and Digital Communication,文学士（荣誉）（英语研究与数字传播）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in English Studies and Digital Communication and Bachelor of Education (Honours) (English Language),文学士（荣誉）（英语研究与数字传播）及教育学士（荣誉）（英语）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Heritage Education and Arts Management,文学士（荣誉）（文化遗产教育与艺术管理）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Heritage Education and Arts Management and Bachelor of Education (Honours) (Chinese History),文学士（荣誉）（文化遗产教育与艺术管理）及教育学士（荣誉）（中国历史）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Language Studies (Chinese/English Major),文学士（荣誉）（语言研究：中国语文/英语主修）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Language Studies and Bachelor of Education (Honours) (English Language),文学士（荣誉）（语言研究）及教育学士（荣誉）（英语）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Personal Finance,文学士（荣誉）（个人理财）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,"Bachelor of Arts (Honours) in Personal Finance and Bachelor of Education (Honours) (Business, Accounting and Financial Studies)",文学士（荣誉）（个人理财）及教育学士（荣誉）（商业、会计与金融研究）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Special Education,文学士（荣誉）（特殊教育）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Arts (Honours) in Teaching Chinese as a Second Language,文学士（荣誉）（对外汉语教学）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,"Bachelor of Education (Honours) (Business, Accounting and Financial Studies)",教育学士（荣誉）（Honours）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
2682,Bachelor of Education (Honours) (Chinese Language),教育学士（荣誉）（Honours）,bachelor,1,https://www.eduhk.hk/acadprog/ug_registration/Prog_Support_Staff_Contact.pdf
2682,Bachelor of Education (Honours) (Early Childhood Education),教育学士（荣誉）（Honours）,bachelor,1,https://www.apply.eduhk.hk/top_up/programmes
2682,Bachelor of Education (Honours) (Early Childhood Education) in Leadership and Non-Chinese Speaking Children,教育学士（荣誉）（Honours）,bachelor,1,https://www.apply.eduhk.hk/top_up/programmes
2682,Bachelor of Education (Honours) (Early Childhood Education) in Leadership and Special Needs,教育学士（荣誉）（Honours）,bachelor,1,https://www.apply.eduhk.hk/top_up/programmes
2682,Bachelor of Education (Honours) (English Language) – Primary,教育学士（荣誉）（英语）（小学）,bachelor,1,https://www.eduhk.hk/acadprog/ug_registration/Prog_Support_Staff_Contact.pdf
2682,Bachelor of Education (Honours) (Geography),教育学士（荣誉）（Honours）,bachelor,1,https://www.eduhk.hk/acadprog/ug_registration/Prog_Support_Staff_Contact.pdf
2682,Bachelor of Education (Honours) (History),教育学士（荣誉）（Honours）,bachelor,1,https://www.eduhk.hk/acadprog/ug_registration/Prog_Support_Staff_Contact.pdf
2682,Bachelor of Education (Honours) (Physical Education),教育学士（荣誉）（Honours）,bachelor,1,https://www.eduhk.hk/acadprog/ug_registration/Prog_Support_Staff_Contact.pdf
2682,Bachelor of Education (Honours) (Primary) – Mathematics,教育学士（荣誉）（小学）（Mathematics）,bachelor,1,https://www.eduhk.hk/acadprog/ug_registration/Prog_Support_Staff_Contact.pdf
2682,Bachelor of Education (Honours) (Professional and Vocational Education),教育学士（荣誉）（Honours）,bachelor,1,https://www.apply.eduhk.hk/top_up/programmes
2682,Bachelor of Education (Honours) (Science),教育学士（荣誉）（Honours）,bachelor,1,https://www.eduhk.hk/acadprog/ug_registration/Prog_Support_Staff_Contact.pdf
2682,Bachelor of Education (Honours) (Secondary) – Information and Communication Technology,教育学士（荣誉）（中学）（Information与传播科技）,bachelor,1,https://www.eduhk.hk/acadprog/undergrad/index.html
