university_id,major_name_en,major_name_cn,degree_level,is_active,notes
2684,Bachelor of Business Administration (Honours) Scheme (Accountancy / Accounting and Finance / Digital Finance and Investment) - BBA (Hons) Scheme,工商管理学士(荣誉)组合课程（会计学／会计与金融／数字金融与投资）(工商管理学士(荣誉)组合课程),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3060
2684,Bachelor of Business Administration (Honours) Scheme (Information Systems and Business Analytics / Business and Artificial Intelligence) - BBA (Hons) Scheme,工商管理学士(荣誉)组合课程（信息系统与商业分析／商业与人工智能）(工商管理学士(荣誉)组合课程),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3220
2684,Bachelor of Business Administration (Honours) Scheme (International Shipping and Transport Logistics / Supply Chain Management and Analytics) - BBA (Hons) Scheme,工商管理学士(荣誉)组合课程（国际航运与运输物流／供应链管理与分析）(工商管理学士(荣誉)组合课程),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3250
2684,Accounting and Finance (Co-op) - BSc (Hons),会计与金融（合作教育）(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3214
2684,Energy and Environmental Engineering - BEng (Hons),能源与环境工程(工程学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3140
2684,Biomedical Engineering - BSc (Hons),生物医学工程(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3150
2684,Chinese History and Culture - BA (Hons) and BEd (Hons),中国历史与文化(文学士(荣誉)与教育学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3011
2684,Financial Technology and Artificial Intelligence - BSc (Hons),金融技术与人工智能(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3791
2684,Global Business and Finance - BBA (Hons),全球商业与金融(工商管理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3211
2684,Bachelor’s Degree Scheme in Business Administration,工商管理学士学位组合课程,bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3003
2684,Environmental and Sustainable Development - BSc (Hons),环境与可持续发展(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3320
2684,Data Science and Analytics - BSc (Hons),数据科学与分析(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3739
2684,Bachelor’s Degree Scheme in Design,设计学士学位组合课程,bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3006
2684,Computing and Artificial Intelligence - BSc (Hons),计算与人工智能(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3868
2684,Bachelor’s Degree Scheme in Hospitality and Tourism Management,酒店与旅游管理学士学位组合课程,bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3004
2684,Bachelor of Business Administration (Honours) Scheme (Business Analytics / Information Systems and Business Analytics / Business and Artificial Intelligence) - BBA (Hons) Scheme,工商管理学士(荣誉)组合课程（商业分析／信息系统与商业分析／商业与人工智能）(工商管理学士(荣誉)组合课程),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3223
2684,Biomedical Science - BSc (Hons),生物医学科学(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3569
2684,Industrial and Systems Engineering - BEng (Hons),工业与系统工程(工程学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3170
2684,Bachelor’s Degree Scheme in Engineering,工程学士学位组合课程,bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3005
2684,Information and Artificial Intelligence Engineering - BSc (Hons),信息与人工智能工程(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3240
2684,Investment Science and Finance Analytics - BSc (Hons),投资科学与金融分析(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3375
2684,Building and Real Estate - BSc (Hons),建筑与不动产地产(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3050
2684,Global Business and Logistics - BBA (Hons),全球商业与物流(工商管理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3255
2684,Bachelor of Business Administration (Honours) Scheme (Global Business and Logistics / Management / Marketing) - BBA (Hons) Scheme,工商管理学士(荣誉)组合课程（全球商业与物流／管理／市场营销）(工商管理学士(荣誉)组合课程),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3070
2684,International Construction and Infrastructure Management - BSc (Hons),国际建造与基础设施管理(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3310
2684,Bachelor’s Degree Scheme in Health Studies,健康研究学士学位组合课程,bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3007
2684,Mechanical Engineering - BEng (Hons),机械工程(工程学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3180
2684,Electrical Engineering - BSc (Hons),电气工程(理学士(荣誉)),bachelor,1,https://www.polyu.edu.hk/study/ug/jupas/2026/js3237
