university_id,major_name_en,major_name_cn,degree_level,is_active,notes
2700,BA (Hons) Ancient History,古代史,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASAH/Full-time
2700,BA (Hons) Classical Studies with English,古典学与英语语言文学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3AMCLEN/Full-time
2700,BA (Hons) Classics and the Ancient World,古典学与古代世界研究,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASCW/Full-time
2700,BA (Hons) Comparative Literature,比较文学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASCT/Full-time
2700,BA (Hons) Comparative Literature with Film Studies,比较文学与电影研究,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3AMCTFS/Full-time
2700,"BA (Hons) Culture, Media & Creative Industries",文化、媒体与创意产业,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASCM/Full-time
2700,BA (Hons) Digital Media and Culture,数字媒体与文化,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASDMC/Full-time
2700,BA (Hons) English,英语语言文学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASEZ/Full-time
2700,BA (Hons) English Language & Linguistics,英语语言与语言学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SSLI/Full-time
2700,BA (Hons) English and Modern Languages with a Year Abroad,英语语言文学与现代语言（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4AJEHML/Full-time
2700,BA (Hons) English with Film Studies,英语语言文学与电影研究,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3AMENFS/Full-time
2700,BA (Hons) European Studies (French pathway) with a year abroad,欧洲研究（法语方向）（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4ASUF/Full-time
2700,BA (Hons) European Studies (German pathway) with a year abroad,欧洲研究（德语方向）（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4ASUG/Full-time
2700,BA (Hons) European Studies (Spanish pathway) with a year abroad,欧洲研究（西班牙语方向）（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4ASUS/Full-time
2700,BA (Hons) Film Studies,电影研究,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASFS/Full-time
2700,BA (Hons) Geography,地理学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SSGH/Full-time
2700,BA (Hons) Global Health and Social Science,全球健康与社会科学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SGHSS/Full-time
2700,BA (Hons) Global Health and Social Science with a Year Abroad,全球健康与社会科学（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4SGHSSY/Full-time
2700,BA (Hons) History,历史学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASHY/Full-time
2700,BA (Hons) History & International Relations,历史学与国际关系,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3AJHYIR/Full-time
2700,BA (Hons) History and Modern Languages with a Year Abroad,历史学与现代语言（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4AJHYML/Full-time
2700,BA (Hons) International Development,国际发展,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3YSDE/Full-time
2700,BA (Hons) International Development with a Year Abroad,国际发展（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4SSDF/Full-time
2700,BA (Hons) International Relations,国际关系,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SSRL/Full-time
2700,BA (Hons) Liberal Arts,博雅教育,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASLB/Full-time
2700,BA (Hons) Management and Modern Languages with a Year Abroad,管理学与现代语言（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4AJMTML/Full-time
2700,BA (Hons) Modern Languages with a Year Abroad,现代语言（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4ASMLY/Full-time
2700,BA (Hons) Philosophy,哲学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASPL/Full-time
2700,BA (Hons) Philosophy and Modern Languages with a Year Abroad,哲学与现代语言（海外交流年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH4AJPYML/Full-time
2700,BA (Hons) Politics and International Affairs,政治学与国际事务,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SPIA/Full-time
2700,"BA (Hons) Religion, Philosophy & Ethics",宗教学、哲学与伦理学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASRE/Full-time
2700,BA (Hons) Social Sciences,社会科学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SSSO/Full-time
2700,"BA (Hons) Sociology, Politics and Religion",社会学、政治学与宗教学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3ASSR/Full-time
2700,BA (Hons) War Studies,战争研究,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SSWA/Full-time
2700,BA (Hons) War Studies & History,战争研究与历史学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SJWAHY/Full-time
2700,BA/BSc (Hons) History and Political Economy,历史与政治经济学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3AJHYPE/Full-time
2700,"BA/BSc (Hons) Philosophy, Politics & Economics",哲学、政治与经济学（PPE）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SSOE/Full-time
2700,BA/BSc (Hons) Political Economy,政治经济学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SSPM/Full-time
2700,BA/BSc (Hons) Politics,政治学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBAH3SSPZ/Full-time
2700,BDS (Hons) Dentistry,牙医学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBDS5NSDN/Full-time
2700,BDS (Hons) Enhanced Support Dentistry Programme,强化支持牙科项目,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBDS5NSDT/Full-time
2700,BEng (Hons) Biomedical Engineering,生物医学工程,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBEH3CSBE/Full-time
2700,BEng (Hons) Electronic Engineering,电子工程,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBEH3CSEJ/Full-time
2700,BEng (Hons) General Engineering,综合工程,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBEH3CSGENG/Full-time
2700,BMus (Hons) Music,音乐,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBMH3ASMU/Full-time
2700,BSc (Hons) Accounting and Finance,会计与金融,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBSH3QSSAF/Full-time
2700,BSc (Hons) Accounting and Finance with Year in Industry,会计与金融（行业实习年）,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBSH4QSAFI/Full-time
2700,"BSc (Hons) Anatomy, Developmental & Human Biology",解剖学、发育与人体生物学,bachelor,1,https://discoveruni.gov.uk/course-details/10003645/UBSH3BSAD/Full-time
